,cocoId,cocoSplit,cropBox,nsdId,shared1000,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8
84,516316,val2017,"(0, 0, 0.125, 0.125)",84,False,0,0,0,0,0,0,0,1
85,516318,val2017,"(0, 0, 0.16640625, 0.16640625)",85,False,1,0,0,0,0,0,0,0
86,253695,val2017,"(0, 0.3328125, 0, 0)",86,False,0,1,0,0,0,0,0,0
87,229601,val2017,"(0, 0, 0.16640625, 0.16640625)",87,False,0,0,0,0,0,1,0,0
88,464251,val2017,"(0, 0, 0.1421875, 0.1421875)",88,False,1,0,0,0,0,0,0,0
89,401446,val2017,"(0, 0, 0.125, 0.125)",89,False,0,1,0,0,0,0,0,0
90,566282,val2017,"(0, 0, 0.1671875, 0.1671875)",90,False,0,0,0,0,0,0,1,0
91,319721,val2017,"(0, 0.25, 0, 0)",91,False,0,0,0,0,1,0,0,0
92,491757,val2017,"(0, 0, 0.12578125, 0.12578125)",92,False,0,0,0,0,1,0,0,0
93,116206,val2017,"(0, 0, 0.125, 0.125)",93,False,1,0,0,0,0,0,0,0
94,275791,val2017,"(0, 0, 0.3328125, 0.0)",94,False,0,0,0,0,0,0,1,0
95,192047,val2017,"(0.25, 0.0, 0, 0)",95,False,1,0,0,0,0,0,0,0
96,123131,val2017,"(0, 0, 0.0, 0.3328125)",96,False,0,0,0,0,1,0,0,0
97,57597,val2017,"(0, 0, 0.1671875, 0.1671875)",97,False,0,0,0,0,0,1,0,0
98,540928,val2017,"(0, 0, 0.14453125, 0.14453125)",98,False,0,0,0,0,0,1,0,0
99,82180,val2017,"(0, 0, 0.16796875, 0.16796875)",99,False,1,0,0,0,0,0,0,0
100,65798,val2017,"(0, 0, 0.125, 0.125)",100,False,0,1,0,0,0,0,0,0
101,213255,val2017,"(0, 0.25, 0, 0)",101,False,0,1,0,0,0,0,0,0
102,409867,val2017,"(0.33125, 0.0, 0, 0)",102,False,0,0,0,0,0,0,0,1
103,264335,val2017,"(0.125, 0.125, 0, 0)",103,False,1,0,0,0,0,0,0,0
104,549136,val2017,"(0, 0, 0.1609375, 0.1609375)",104,False,0,0,0,1,0,0,0,0
105,286994,val2017,"(0, 0, 0.125, 0.125)",105,False,0,0,0,0,0,0,1,0
106,177539,val2017,"(0, 0, 0.16640625, 0.16640625)",106,False,0,0,0,0,0,1,0,0
107,43737,val2017,"(0.125, 0.125, 0, 0)",107,False,0,0,0,0,0,0,1,0
108,434459,val2017,"(0, 0, 0.14296875, 0.14296875)",108,False,0,1,0,0,0,0,0,0
109,285,val2017,"(0.0421875, 0.0421875, 0, 0)",109,False,0,0,1,0,0,0,0,0
110,481480,val2017,"(0, 0, 0.153125, 0.153125)",110,False,1,0,0,0,0,0,0,0
111,147745,val2017,"(0, 0, 0.125, 0.125)",111,False,0,1,0,0,0,0,0,0
112,442661,val2017,"(0, 0, 0.125, 0.125)",112,False,0,1,0,0,0,0,0,0
113,224664,val2017,"(0, 0, 0.125, 0.125)",113,False,1,0,0,0,0,0,0,0
114,32817,val2017,"(0, 0.25, 0, 0)",114,False,0,0,1,0,0,0,0,0
115,237864,val2017,"(0, 0, 0.16796875, 0.16796875)",115,False,0,1,0,0,0,0,0,0
116,368940,val2017,"(0, 0, 0.125, 0.125)",116,False,0,0,0,0,0,0,1,0
117,532530,val2017,"(0, 0, 0.16640625, 0.16640625)",117,False,0,0,1,0,0,0,0,0
118,205105,val2017,"(0, 0, 0.165625, 0.165625)",118,False,0,0,0,0,0,0,1,0
119,131379,val2017,"(0, 0, 0.125, 0.125)",119,False,1,0,0,0,0,0,0,0
120,1584,val2017,"(0, 0, 0.0, 0.0)",120,False,0,0,0,0,0,1,0,0
121,426297,val2017,"(0, 0, 0.16796875, 0.16796875)",121,False,0,1,0,0,0,0,0,0
122,565563,val2017,"(0, 0, 0.125, 0.125)",122,False,0,0,0,0,0,1,0,0
123,295231,val2017,"(0.125, 0.125, 0, 0)",123,False,0,1,0,0,0,0,0,0
124,207585,val2017,"(0, 0, 0.125, 0.125)",124,False,0,0,0,1,0,0,0,0
125,98633,val2017,"(0.165625, 0.165625, 0, 0)",125,False,0,0,0,0,1,0,0,0
126,16439,val2017,"(0, 0, 0.125, 0.125)",126,False,0,0,0,0,1,0,0,0
127,180560,val2017,"(0, 0, 0.1671875, 0.1671875)",127,False,0,0,0,0,0,0,0,1
128,336209,val2017,"(0, 0, 0.1625, 0.1625)",128,False,0,0,0,0,0,0,1,0
129,8532,val2017,"(0, 0, 0.1671875, 0.1671875)",129,False,0,0,1,0,0,0,0,0
130,270677,val2017,"(0, 0.009375, 0, 0)",130,False,0,0,0,1,0,0,0,0
131,368982,val2017,"(0, 0, 0.125, 0.125)",131,False,0,0,1,0,0,0,0,0
132,24919,val2017,"(0, 0, 0.16796875, 0.16796875)",132,False,0,0,0,1,0,0,0,0
133,33114,val2017,"(0, 0, 0.125, 0.125)",133,False,0,0,0,0,0,1,0,0
134,491867,val2017,"(0, 0.25, 0, 0)",134,False,0,0,0,0,0,0,1,0
135,475484,val2017,"(0, 0.334375, 0, 0)",135,False,0,0,0,1,0,0,0,0
136,71938,val2017,"(0, 0, 0.125, 0.125)",136,False,0,0,0,0,0,1,0,0
137,549220,val2017,"(0, 0.25, 0, 0)",137,False,0,0,0,0,1,0,0,0
138,131431,val2017,"(0.16796875, 0.16796875, 0, 0)",138,False,0,0,0,1,0,0,0,0
139,237928,val2017,"(0.14296875, 0.14296875, 0, 0)",139,False,0,0,0,0,0,0,0,1
140,270705,val2017,"(0.12890625, 0.12890625, 0, 0)",140,False,1,0,0,0,0,0,0,0
141,434548,val2017,"(0, 0, 0.125, 0.125)",141,False,0,0,0,0,0,0,0,1
142,147518,val2017,"(0.125, 0.125, 0, 0)",142,False,0,0,0,0,0,0,1,0
143,532855,val2017,"(0, 0, 0.14296875, 0.14296875)",143,False,0,0,0,1,0,0,0,0
144,229753,val2017,"(0, 0, 0.16640625, 0.16640625)",144,False,1,0,0,0,0,0,0,0
145,57725,val2017,"(0, 0, 0.125, 0.125)",145,False,0,0,0,0,0,1,0,0
146,106881,val2017,"(0, 0, 0.08359375, 0.08359375)",146,False,0,0,0,0,0,1,0,0
147,426372,val2017,"(0, 0, 0.0, 0.3328125)",147,False,1,0,0,0,0,0,0,0
148,267670,val2017,"(0.125, 0.125, 0, 0)",148,False,0,0,0,0,0,0,0,1
149,426376,val2017,"(0, 0.2703125, 0, 0)",149,False,0,0,0,0,1,0,0,0
150,578967,val2017,"(0, 0, 0.13359375, 0.13359375)",150,False,0,1,0,0,0,0,0,0
151,197004,val2017,"(0, 0, 0.16640625, 0.16640625)",151,False,0,0,0,1,0,0,0,0
152,459153,val2017,"(0, 0.3328125, 0, 0)",152,False,0,0,0,0,0,1,0,0
153,455219,val2017,"(0, 0, 0.1671875, 0.1671875)",153,False,0,0,0,0,1,0,0,0
154,16451,val2017,"(0, 0, 0.0, 0.0)",154,False,1,0,0,0,0,0,0,0
155,295316,val2017,"(0, 0, 0.125, 0.125)",155,False,1,0,0,0,0,0,0,0
156,73326,val2017,"(0, 0, 0.125, 0.125)",156,False,1,0,0,0,0,0,0,0
157,197022,val2017,"(0, 0, 0.1265625, 0.1265625)",157,False,0,0,0,1,0,0,0,0
158,237984,val2017,"(0, 0, 0.16640625, 0.16640625)",158,False,0,0,0,1,0,0,0,0
159,342397,val2017,"(0, 0, 0.16640625, 0.16640625)",159,False,0,1,0,0,0,0,0,0
160,46048,val2017,"(0, 0, 0.125, 0.125)",160,False,0,0,0,0,0,0,0,1
161,434247,val2017,"(0, 0, 0.1234375, 0.1234375)",161,False,0,0,0,0,0,0,1,0
162,115118,val2017,"(0, 0, 0.16640625, 0.16640625)",162,False,0,0,0,0,0,0,0,1
163,170739,val2017,"(0, 0, 0.0984375, 0.0984375)",163,False,0,0,1,0,0,0,0,0
164,475572,val2017,"(0, 0, 0.16328125, 0.16328125)",164,False,0,0,0,0,0,1,0,0
165,336309,val2017,"(0, 0, 0.16640625, 0.16640625)",165,False,0,0,1,0,0,0,0,0
166,369081,val2017,"(0, 0, 0.1671875, 0.1671875)",166,False,0,0,0,0,0,0,1,0
167,262587,val2017,"(0, 0, 0.125, 0.125)",167,False,0,0,0,1,0,0,0,0
168,374545,val2017,"(0, 0.1421875, 0, 0)",168,False,0,0,0,0,0,1,0,0
169,557501,val2017,"(0, 0, 0.125, 0.125)",169,False,1,0,0,0,0,0,0,0
170,541123,val2017,"(0, 0, 0.16640625, 0.16640625)",170,False,0,0,0,1,0,0,0,0
171,401862,val2017,"(0, 0, 0.125, 0.125)",171,False,0,0,0,0,0,1,0,0
172,303566,val2017,"(0, 0, 0.1671875, 0.1671875)",172,False,0,0,0,0,0,1,0,0
173,74200,val2017,"(0, 0, 0.125, 0.125)",173,False,0,0,0,1,0,0,0,0
174,229849,val2017,"(0, 0.3328125, 0, 0)",174,False,0,0,0,0,0,1,0,0
175,229858,val2017,"(0, 0, 0.06640625, 0.06640625)",175,False,0,0,0,0,0,0,0,1
176,451043,val2017,"(0, 0, 0.16640625, 0.16640625)",176,False,1,0,0,0,0,0,0,0
177,131556,val2017,"(0, 0, 0.16796875, 0.16796875)",177,False,0,0,0,0,0,0,0,1
178,262631,val2017,"(0, 0.25, 0, 0)",178,False,0,0,0,1,0,0,0,0
179,418281,val2017,"(0, 0, 0.16640625, 0.16640625)",179,False,1,0,0,0,0,0,0,0
180,286507,val2017,"(0, 0, 0.1609375, 0.1609375)",180,False,0,0,0,1,0,0,0,0
181,311789,val2017,"(0, 0, 0.0, 0.3328125)",181,False,0,0,0,0,0,0,0,1
182,8690,val2017,"(0, 0, 0.125, 0.125)",182,False,0,0,0,0,0,0,1,0
183,348243,val2017,"(0.16640625, 0.16640625, 0, 0)",183,False,0,0,0,0,0,0,1,0
184,242287,val2017,"(0.1671875, 0.1671875, 0, 0)",184,False,0,1,0,0,0,0,0,0
185,66038,val2017,"(0, 0, 0.125, 0.125)",185,False,0,0,0,0,0,1,0,0
186,360951,val2017,"(0, 0, 0.16640625, 0.16640625)",186,False,0,1,0,0,0,0,0,0
187,352760,val2017,"(0, 0.15, 0, 0)",187,False,0,0,0,0,1,0,0,0
188,295420,val2017,"(0, 0, 0.125, 0.125)",188,False,0,0,1,0,0,0,0,0
189,221693,val2017,"(0, 0, 0.1671875, 0.1671875)",189,False,1,0,0,0,0,0,0,0
190,280710,val2017,"(0, 0, 0.125, 0.125)",190,False,0,0,0,0,0,0,1,0
191,360960,val2017,"(0, 0.334375, 0, 0)",191,False,0,0,0,1,0,0,0,0
192,172547,val2017,"(0, 0, 0.125, 0.125)",192,False,1,0,0,0,0,0,0,0
193,164363,val2017,"(0, 0, 0.028125, 0.028125)",193,False,0,1,0,0,0,0,0,0
194,221708,val2017,"(0.125, 0.125, 0, 0)",194,False,1,0,0,0,0,0,0,0
195,549390,val2017,"(0, 0, 0.16640625, 0.16640625)",195,False,0,0,1,0,0,0,0,0
196,180751,val2017,"(0, 0, 0.125, 0.125)",196,False,0,0,0,1,0,0,0,0
197,395388,val2017,"(0, 0.25, 0, 0)",197,False,0,0,0,0,0,1,0,0
198,98839,val2017,"(0, 0, 0.125, 0.125)",198,False,1,0,0,0,0,0,0,0
199,262682,val2017,"(0.16640625, 0.16640625, 0, 0)",199,False,0,0,0,1,0,0,0,0
200,459662,val2017,"(0, 0, 0.125, 0.125)",200,False,1,0,0,0,0,0,0,0
201,246308,val2017,"(0.25, 0.0, 0, 0)",201,False,0,0,0,0,0,1,0,0
202,344614,val2017,"(0.1265625, 0.1265625, 0, 0)",202,False,0,0,1,0,0,0,0,0
203,213547,val2017,"(0, 0.25, 0, 0)",203,False,0,0,0,1,0,0,0,0
204,492077,val2017,"(0, 0, 0.125, 0.125)",204,False,1,0,0,0,0,0,0,0
205,500270,val2017,"(0, 0, 0.16796875, 0.16796875)",205,False,0,0,1,0,0,0,0,0
206,51976,val2017,"(0, 0, 0.165625, 0.165625)",206,False,1,0,0,0,0,0,0,0
207,8762,val2017,"(0, 0, 0.16640625, 0.16640625)",207,False,0,0,0,1,0,0,0,0
208,229948,val2017,"(0, 0, 0.165625, 0.165625)",208,False,0,0,1,0,0,0,0,0
209,311392,val2017,"(0, 0, 0.16640625, 0.16640625)",209,False,0,1,0,0,0,0,0,0
210,508482,val2017,"(0.125, 0.125, 0, 0)",210,False,0,0,0,0,0,0,0,1
211,516677,val2017,"(0, 0, 0.125, 0.125)",211,False,0,1,0,0,0,0,0,0
212,451144,val2017,"(0, 0, 0.125, 0.125)",212,False,0,0,1,0,0,0,0,0
213,451150,val2017,"(0.125, 0.125, 0, 0)",213,False,0,0,0,0,0,1,0,0
214,107087,val2017,"(0, 0, 0.0, 0.3328125)",214,False,1,0,0,0,0,0,0,0
215,533855,val2017,"(0, 0, 0.165625, 0.165625)",215,False,0,0,1,0,0,0,0,0
216,451155,val2017,"(0, 0, 0.125, 0.125)",216,False,0,0,1,0,0,0,0,0
217,475732,val2017,"(0, 0, 0.125, 0.125)",217,False,0,0,0,0,0,1,0,0
218,107094,val2017,"(0, 0, 0.334375, 0.0)",218,False,0,0,0,0,0,0,0,1
219,273712,val2017,"(0.125, 0.125, 0, 0)",219,False,0,0,1,0,0,0,0,0
220,123480,val2017,"(0, 0, 0.125, 0.125)",220,False,0,0,0,0,0,0,0,1
221,213593,val2017,"(0, 0, 0.1671875, 0.1671875)",221,False,1,0,0,0,0,0,0,0
222,25181,val2017,"(0, 0, 0.16640625, 0.16640625)",222,False,1,0,0,0,0,0,0,0
223,139871,val2017,"(0, 0, 0.16640625, 0.16640625)",223,False,0,0,0,0,0,1,0,0
224,49761,val2017,"(0, 0, 0.12578125, 0.12578125)",224,False,1,0,0,0,0,0,0,0
225,311909,val2017,"(0, 0, 0.1125, 0.1125)",225,False,0,0,0,0,0,1,0,0
226,172648,val2017,"(0, 0, 0.125, 0.125)",226,False,0,0,1,0,0,0,0,0
227,139883,val2017,"(0, 0, 0.16640625, 0.16640625)",227,False,0,1,0,0,0,0,0,0
228,393838,val2017,"(0, 0, 0.16640625, 0.16640625)",228,False,1,0,0,0,0,0,0,0
229,561256,val2017,"(0, 0, 0.25, 0.0)",229,False,0,1,0,0,0,0,0,0
230,156278,val2017,"(0, 0, 0.16796875, 0.16796875)",230,False,0,0,0,0,0,0,0,1
231,19221,val2017,"(0, 0, 0.1265625, 0.1265625)",231,False,0,0,0,0,0,0,1,0
232,475779,val2017,"(0, 0, 0.125, 0.125)",232,False,0,0,0,0,1,0,0,0
233,352900,val2017,"(0, 0, 0.16640625, 0.16640625)",233,False,0,0,0,0,0,0,0,1
234,17029,val2017,"(0, 0, 0.0, 0.0)",234,False,0,0,0,0,0,1,0,0
235,311950,val2017,"(0.15, 0.15, 0, 0)",235,False,0,0,0,0,0,1,0,0
236,361103,val2017,"(0, 0, 0.16640625, 0.16640625)",236,False,1,0,0,0,0,0,0,0
237,446574,val2017,"(0.165625, 0.165625, 0, 0)",237,False,0,0,0,1,0,0,0,0
238,346905,val2017,"(0, 0, 0.1671875, 0.1671875)",238,False,0,1,0,0,0,0,0,0
239,443844,val2017,"(0, 0, 0.16484375, 0.16484375)",239,False,1,0,0,0,0,0,0,0
240,203546,val2017,"(0, 0, 0.14296875, 0.14296875)",240,False,0,0,0,0,0,0,1,0
241,483999,val2017,"(0, 0, 0.165625, 0.165625)",241,False,0,0,0,1,0,0,0,0
242,41633,val2017,"(0, 0, 0.3296875, 0.0)",242,False,1,0,0,0,0,0,0,0
243,58029,val2017,"(0, 0, 0.1265625, 0.1265625)",243,False,0,0,0,0,0,1,0,0
244,181421,val2017,"(0, 0, 0.1515625, 0.1515625)",244,False,0,0,0,1,0,0,0,0
245,318238,val2017,"(0.1265625, 0.1265625, 0, 0)",245,False,0,0,0,0,0,1,0,0
246,350003,val2017,"(0, 0, 0.125, 0.125)",246,False,1,0,0,0,0,0,0,0
247,508602,val2017,"(0, 0, 0.071, 0.071)",247,False,0,0,1,0,0,0,0,0
248,484029,val2017,"(0.125, 0.125, 0, 0)",248,False,0,0,0,0,0,0,0,1
249,8899,val2017,"(0, 0, 0.0, 0.1578125)",249,False,0,0,0,1,0,0,0,0
250,516804,val2017,"(0.125, 0.125, 0, 0)",250,False,0,0,0,0,0,0,1,0
251,398810,val2017,"(0, 0, 0.0, 0.0)",251,False,1,0,0,0,0,0,0,0
252,500423,val2017,"(0, 0, 0.16640625, 0.16640625)",252,False,0,0,0,1,0,0,0,0
253,513484,val2017,"(0, 0, 0.16796875, 0.16796875)",253,False,0,0,1,0,0,0,0,0
254,303818,val2017,"(0, 0.25, 0, 0)",254,False,0,0,0,0,0,0,1,0
255,384527,val2017,"(0, 0, 0.125, 0.125)",255,False,0,0,0,0,0,1,0,0
256,99024,val2017,"(0, 0, 0.1234375, 0.1234375)",256,False,0,0,0,0,0,0,0,1
257,279714,val2017,"(0.3359375, 0.0, 0, 0)",257,False,0,0,0,1,0,0,0,0
258,107226,val2017,"(0, 0.25, 0, 0)",258,False,0,0,0,0,1,0,0,0
259,17115,val2017,"(0.15390625, 0.15390625, 0, 0)",259,False,0,0,1,0,0,0,0,0
260,361180,val2017,"(0, 0, 0.1671875, 0.1671875)",260,False,0,0,0,1,0,0,0,0
261,99039,val2017,"(0, 0, 0.125, 0.125)",261,False,0,0,0,0,1,0,0,0
262,565989,val2017,"(0.125, 0.125, 0, 0)",262,False,0,0,0,1,0,0,0,0
263,205542,val2017,"(0.125, 0.125, 0, 0)",263,False,0,0,0,0,0,1,0,0
264,377575,val2017,"(0.1671875, 0.1671875, 0, 0)",264,False,0,0,1,0,0,0,0,0
265,142971,val2017,"(0, 0, 0.16640625, 0.16640625)",265,False,0,0,0,1,0,0,0,0
266,225405,val2017,"(0, 0, 0.13203125, 0.13203125)",266,False,1,0,0,0,0,0,0,0
267,500464,val2017,"(0.1640625, 0.1640625, 0, 0)",267,False,0,0,0,0,1,0,0,0
268,543528,val2017,"(0, 0, 0.125, 0.125)",268,False,0,0,0,0,0,1,0,0
269,336628,val2017,"(0, 0.33125, 0, 0)",269,False,1,0,0,0,0,0,0,0
270,303863,val2017,"(0, 0, 0.16328125, 0.16328125)",270,False,1,0,0,0,0,0,0,0
271,367386,val2017,"(0, 0, 0.125, 0.125)",271,False,0,0,0,1,0,0,0,0
272,492284,val2017,"(0, 0, 0.125, 0.125)",272,False,0,0,1,0,0,0,0,0
273,500477,val2017,"(0, 0, 0.125, 0.125)",273,False,0,0,0,1,0,0,0,0
274,406997,val2017,"(0, 0, 0.125, 0.125)",274,False,0,0,0,0,0,1,0,0
275,475904,val2017,"(0, 0, 0.1671875, 0.1671875)",275,False,0,0,0,0,1,0,0,0
276,82696,val2017,"(0, 0.3328125, 0, 0)",276,False,0,0,1,0,0,0,0,0
277,90891,val2017,"(0, 0, 0.16328125, 0.16328125)",277,False,0,0,0,0,0,1,0,0
278,785,val2017,"(0, 0, 0.16796875, 0.16796875)",278,False,0,0,0,1,0,0,0,0
279,336658,val2017,"(0, 0, 0.165625, 0.165625)",279,False,0,0,1,0,0,0,0,0
280,561958,val2017,"(0, 0, 0.125, 0.125)",280,False,0,0,0,1,0,0,0,0
281,303893,val2017,"(0, 0, 0.16640625, 0.16640625)",281,False,0,0,0,0,0,0,0,1
282,361238,val2017,"(0, 0, 0.0, 0.25)",282,False,0,0,0,1,0,0,0,0
283,333745,val2017,"(0, 0.3328125, 0, 0)",283,False,0,1,0,0,0,0,0,0
284,82715,val2017,"(0, 0, 0.16640625, 0.16640625)",284,False,0,0,0,0,0,0,0,1
